ID_Categoria,Descripcion
E9325,"PROFESOR INVESTIGADOR DE ENSEãANZA SUPERIROR, ASIG. C"
ED01804,ESPECIALISTA EN SISTEMAS DE CAPACITACION
ED02805,COORDINADOR DE ESCRITORES DE LIBROS DE TEXTO PARA EDUCACION
ED02807,ESCRITOR DE LIBROS DE TEXTO PARA EDUCACION BASICA
ED02809,PEDAGOGO ESPECIALIZADO
ED02810,TUTOR ESCOLAR (PARA USO EXCLUSIVO DE PLANTELES)
IA08029,SECRETARIA DE JEFE DE DEPARTAMENTO
IS08012,OFICIAL DE SERVICIOS
IT05003,BIBLIOTECARIO
JA01004,JEFE DE MESA
JA01009,JEFE DE PROYECTO
JA01024,PREFECTO
JA01026,AUXILIAR ADMINISTRATIVO
JA01028,CHOFER DE DIRECTOR GENERAL
JA04003,ANALISTA DE SISTEMAS ADMINISTRATIVOS
JA08004,TAQUIMECANOGRAFA
JA08005,MECANOGRAFA
JA08016,SECRETARIA DE DIRECTOR DE PLANTEL
JA08025,SECRETARIA DE SUBDIRECTOR DE AREA
JA08026,SECRETARIA DE DIRECTOR DE AREA
JA08027,SECRETARIA DE DIRECTOR GENERAL
JA08029,SECRETARIA DE JEFE DE DEPARTAMENTO
JP01002,ANALISTA ESPECIALIZADO
JP07539,ANALISTA TECNICO ESPECIALIZADO
JS06006,AUXILIAR DE INTENDENCIA
JS07002,OFICIAL DE SERVICIOS ESPECIALIZADOS
JS08012,OFICIAL DE SERVICIOS
JT03002,ANALISTA TECNICO
JT03004,AUXILIAR DE ANALISTA TECNICO
JT05003,BIBLIOTECARIO
JT05010,AUXILIAR DE BIBLIOTECA
JT07503,TECNICO BIBLIOTECARIO
MA01001,JEFE DE OFICINA
MA01002,SUBJEFE DE OFICINA
MA01004,JEFE DE MESA
MA01015,GESTOR
MA01026,AUXILIAR ADMINISTRATIVO
MA04003,ANALISTA DE SISTEMAS ADMINISTRATIVOS
MA08001,ESTENOGRAFO
MA08004,TAQUIMECANOGRAFA
MA08016,SECRETARIA DE DIRECTOR DE PLANTEL
MT03002,ANALISTA TECNICO
MT03004,AUXILIAR DE ANALISTA TECNICO
MT05003,BIBLIOTECARIO
P01002,ANALISTA ESPECIALIZADO
P01801,ABOGADO
P02802,MEDICO
P03802,DENTISTA CIRUJANO
P04802,PSICOMETRA
P04803,PSICOLOGO
P05007,SUBCONTADOR
P05010,AUXILIAR DE CONTABILIDAD
S01803,OFICIAL DE SERVICIOS Y MANTENIMIENTO
S01804,JEFE DE SERVICIOS Y MANTENIMIENTO
S01807,ASISTENTE DE SERVICIOS EN PLANTEL
S01808,ASISTENTE DE SERVICIOS Y MANTENIMIENTO
S01812,AUXILIAR DE SERVICIOS Y MANTENIMIENTO EN PLANTEL
S02803,MESERO
S02804,COCINERA
S02805,ECONOMO (PARA USO EXCLUSIVO DE PLANTELES)
S02810,ASISTENTE DE COCINA
S03802,CHOFER
S05805,TECNICO MEDIO EN IMPRENTA
S05806,TECNICO EN IMPRENTA
S06002,INTENDENTE
S08802,OFICIAL DE MANTENIMIENTO MECANICO
S09801,ELECTRICISTA
S10802,TECNICO EN MANTENIMIENTO DE EQUIPO DE COMUNICACIONES
S14012,GUARDIAN
T03803,TECNICO MEDIO
T03804,ESPECIALISTA TECNICO
T04801,ILUMINADOR TEATRAL
T04802,BAILARIN
T04803,MUSICO
T05006,TECNICO BIBLIOTECARIO
T05011,TECNICO BIBLIOTECARIO ESPECIALIZADO
T05808,TECNICO BIBLIOTECARIO
T05809,ASISTENTE BIBLIOTECARIO
T06803,COORDINADOR DE TECNICOS EN COMPUTACION
T06806,OPERADOR DE EQUIPO
T08803,DIBUJANTE
T09802,ENFERMERA
T09803,ENFERMERA ESPECIALIZADA
T13801,AUXILIAR DE FOTOGRAFO
T13803,FOTOGRAFO
T13807,LABORATORISTA DE FOTOGRAFIA
T14805,PUERICULTOR (PARA USO EXCLUSIVO DE PLANTELES)
T14807,NINERA ESPECIALIZADA
T16803,LABORATORISTA
T16807,ASISTENTE DE LABORATORIO
T17804,OPERADOR DE EQUIPO ESPECIALIZADO
T18802,MARINERO
T18804,ASISTENTE ESPECIALIZADO DE SERVICIO NAVAL
T18817,ESPECIALISTA DE SERVICIO NAVAL
T22818,JEFE DE OFICINA TECNICA EN RADIO Y T.V.
T22827,ASISTENTE TECNICO EN RADIO Y T.V.
T22828,OFICIAL TECNICO EN RADIO Y TELEVISION
T25802,TERAPISTA (PARA USO EXCLUSIVO DE PLANTELES)
T26803,TRABAJADORA SOCIAL
T26805,AYUDANTE DE TRABAJO SOCIAL
UA01026,AUXILIAR ADMINISTRATIVO
UA01035,CAJERO
UA01074,ENCARGADO DE TRAMITES ESCOLARES
UA04003,ANALISTA DE SISTEMAS ADMTIVOS.
UA04012,AUX. DE ANALISTA ADMINISTRATIVO
UA08015,SECRETARIA EJECUTIVA
UA08016,SECRETARIA
UA08017,TAQUIMECANOGRAFA ESPECIALIZADA
UP01003,AUX. DE ANALISTA ESPECIALIZADO
US05001,JEFE DE TALLER DE IMPRENTA
US05003,MAESTRO TECNICO PRENSISTA ROTATIVO
US06002,INTENDENTE
US06006,AUXILIAR DE INTENDENCIA
US07001,JEFE DE MANTENIMIENTO GENERAL
US08011,TECNICO EN MANTENIMIENTO
US08033,AUXILIAR DE MANTENIMIENTO MECANICO
US09004,MECANICO ELECTRICISTA
US09012,OFICIAL DE MANTENIMIENTO ELECTRICO
US10010,TECNICO EN TELEFONOS
US12030,J A R D I N E R O
UT05014,ASISTENTE DE COORD. BIBLIOTECARIO
UT06012,ANALISTA PROGRAMADOR
UT06016,DOCUMENTALISTA
UT06037,ANALISTA DE SISTS. ESPS. EN COMPUTO
